과목명,교수명,개설학과전공,이수구분,영역,수업유형,출결,시험,과제,조모임,성적,강의시간,강의력,평점,전체벡터,필수추천
인문 고전의 이해,조국,인문융합예술대학,핵심전공,2영역,"[0, 0, 3]","[0, 0, 0, 1, 0]",0.2,0.5,0.5,"[0, 1, 0, 0]",0.5,1,0.5,"[0, 0, 3, 0, 0, 0, 1, 0, 0.2, 0.5, 0.5, 0, 1, 0, 0, 0.5, 1.0, 1.0]",
역사적 내러티브의 이해와 활용,조국,사학과,핵심전공,1영역,"[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0.5,0.5,0.4,"[0, 0, 3, 0, 1, 0, 0, 0, 0.6, 0.5, 0.0, 0, 1, 0, 0, 0.5, 0.5, 0.8]",
공공역사와 미디어,이규철,사학과,핵심전공,1영역,"[0, 0, 3]","[0, 1, 0, 0, 0]",0.4,0.5,0,"[0, 1, 0, 0]",1,1,0.4,"[0, 0, 3, 0, 1, 0, 0, 0, 0.4, 0.5, 0.0, 0, 1, 0, 0, 1.0, 1.0, 0.8]",
문화유산의 이해,강호선,사학과,핵심전공,1영역,"[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",1,1,0.5,"[0, 0, 3, 0, 1, 0, 0, 0, 0.6, 0.5, 0.0, 0, 1, 0, 0, 1.0, 1.0, 1.0]",
예술경영학,박주연,문화예술경영학과,핵심전공,1영역,"[0, 0, 3]","[1, 0, 0, 0, 0]",0.4,0.5,1,"[0, 1, 0, 0]",0,1,0.5,"[0, 0, 3, 1, 0, 0, 0, 0, 0.4, 0.5, 1.0, 0, 1, 0, 0, 0.0, 1.0, 1.0]",
문화예술감상과 이해,이혜진,문화예술경영학과,핵심전공,1영역,"[0, 0, 3]","[0, 1, 0, 0, 0]",0.4,0.5,1,"[0, 1, 0, 0]",0,1,0.4,"[0, 0, 3, 0, 1, 0, 0, 0, 0.4, 0.5, 1.0, 0, 1, 0, 0, 0.0, 1.0, 0.8]",
문화예술감상과 이해,강지은,문화예술경영학과,핵심전공,1영역,"[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0.5,0.5,0.4,"[0, 0, 3, 0, 1, 0, 0, 0, 0.6, 0.0, 0.0, 0, 1, 0, 0, 0.5, 0.5, 0.8]",
한국 고대국가의 성립과 발전,김지희,사학과,핵심전공,2영역,"[0, 0, 3]","[0, 1, 0, 0, 0]",0.4,0.5,0,"[0, 1, 0, 0]",0.5,1,0.5,"[0, 0, 3, 0, 1, 0, 0, 0, 0.4, 0.5, 0.0, 0, 1, 0, 0, 0.5, 1.0, 1.0]",
서양사 1- 고중세사,차승현,사학과,핵심전공,2영역,"[0, 0, 3]","[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1,0.5,"[0, 0, 3, 0, 1, 0, 0, 0, 0.6, 0.0, 0.0, 0, 1, 0, 0, 1.0, 1.0, 1.0]",
조선시대의 역사와 문화,이규철,사학과,핵심전공,2영역,"[0, 0, 3]","[0, 1, 0, 0, 0]",0.4,0.5,0,"[0, 1, 0, 0]",0.5,1,0.5,"[0, 0, 3, 0, 1, 0, 0, 0, 0.4, 0.5, 0.0, 0, 1, 0, 0, 0.5, 1.0, 1.0]",
동아시아사 1 : 일본사회의 성립과 발전,조국,사학과,핵심전공,2영역,"[0, 0, 0]","[0, 1, 0, 0, 0]",0.6,0.5,0,"[0, 1, 0, 0]",0.5,0.5,0.4,"[0, 0, 0, 0, 1, 0, 0, 0, 0.6, 0.5, 0.0, 0, 1, 0, 0, 0.5, 0.5, 0.8]",
