과목명,교수명,개설학과전공,이수구분,영역,캠퍼스,수업유형,수강안내 및 지정내용,평점,출결,시험,과제,조모임,성적,강의 시간,강의력,확인,시간표,파일명,전체 벡터
컴퓨터구조,김준철,정보시스템공학과,핵심전공,2영역,"[1, 0]","[0, 3, 0]",,1.0,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",1,1.0,,금/7-9,공과대학_전공_data_2영역_원격.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1.0, 0, 3, 0, 1, 0, 1.0]"
자료구조,안양준,AI융합학부,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,0.8,"[0, 1, 0, 0, 0]",0.4,1,1,"[0, 1, 0, 0]",0,0.0,,수/1-3,공과대학_전공_data_2영역_일반.csv,"[0.4, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0, 0, 3, 1, 0, 0.8]"
자료구조,안양준,AI융합학부,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,0.8,"[0, 1, 0, 0, 0]",0.4,1,1,"[0, 1, 0, 0]",0,0.0,,목/1-3,공과대학_전공_data_2영역_일반.csv,"[0.4, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0, 0, 3, 1, 0, 0.8]"
컴퓨터구조,김규영,컴퓨터공학과,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,1.0,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,1.0,,화/1-3,공과대학_전공_data_2영역_일반.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 1.0]"
자바프로그래밍,안민정,융합보안공학과,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,0.0,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 0, 0, 0]",0,1.0,,화/7-9,공과대학_전공_data_2영역_일반.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 0.0]"
자바프로그래밍,정선진,컴퓨터공학과,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,1.0,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 0, 0, 0]",0,1.0,,수/7-9,공과대학_전공_data_2영역_일반.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 1.0]"
자바프로그래밍,조성우,AI융합학부,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,0.8,"[0, 1, 0, 0, 0]",0.6,1,0,"[1, 0, 0, 0]",0,0.0,,화/7-9,공과대학_전공_data_2영역_일반.csv,"[0.6, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0.0, 0, 0, 3, 1, 0, 0.8]"
고급C++프로그래밍,심광섭,컴퓨터공학과,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,1.0,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",1,1.0,,목/7-9,공과대학_전공_data_2영역_일반.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1.0, 0, 0, 3, 1, 0, 1.0]"
고급C++프로그래밍,홍의석,컴퓨터공학과,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,0.8,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,1.0,,목/7-9,공과대학_전공_data_2영역_일반.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 0.8]"
인공지능,문용혁,컴퓨터공학과,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,0.0,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 0, 0, 0]",0,1.0,,월/7-9,공과대학_전공_data_2영역_일반.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 0.0]"
인공지능,이재원,AI융합학부,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,0.8,"[0, 0, 0, 0, 0]",0.4,1,0,"[0, 1, 0, 0]",0,0.0,,수/7-9,공과대학_전공_data_2영역_일반.csv,"[0.4, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0, 0, 3, 1, 0, 0.8]"
알고리즘,문용혁,컴퓨터공학과,심화전공,3영역,"[1, 0]","[3, 0, 0]",,1.0,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,1.0,,수/4-6,공과대학_전공_data_3영역_블렌디드.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 1, 0, 1.0]"
알고리즘,홍기형,서비스디자인공학과,심화전공,3영역,"[1, 0]","[0, 0, 3]",,0.0,"[0, 0, 0, 0, 0]",0.6,0,0,"[0, 0, 0, 0]",0,1.0,,화/4-6,공과대학_전공_data_3영역_일반.csv,"[0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 0.0]"
알고리즘,김도형,AI융합학부,심화전공,3영역,"[1, 0]","[0, 0, 3]",,0.6,"[0, 0, 0, 0, 1]",0.6,0,0,"[0, 0, 0, 1]",1,0.0,,수/4-6,공과대학_전공_data_3영역_일반.csv,"[0.6, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0.0, 0, 0, 3, 1, 0, 0.6]"
알고리즘,김도형,AI융합학부,심화전공,3영역,"[1, 0]","[0, 0, 3]",,0.6,"[0, 0, 0, 0, 1]",0.6,0,0,"[0, 0, 0, 1]",1,0.0,,목/4-6,공과대학_전공_data_3영역_일반.csv,"[0.6, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0.0, 0, 0, 3, 1, 0, 0.6]"
일반생물학실험 1,이재원,바이오생명공학과,핵심전공,1영역,"[0, 1]","[3, 0, 0]",,1.0,"[1, 0, 0, 0, 0]",0.4,1,0,"[1, 0, 0, 0]",0,0.5,,월/4-6,바이오생명공학과_전공_data_1영역_블렌디드.csv,"[0.4, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.5, 3, 0, 0, 0, 1, 1.0]"
일반생물학실험 1,김다현,바이오생명공학과,핵심전공,1영역,"[0, 1]","[3, 0, 0]",,1.0,"[1, 0, 0, 0, 0]",0.4,1,1,"[0, 1, 0, 0]",0,0.5,,월/7-9,바이오생명공학과_전공_data_1영역_블렌디드.csv,"[0.4, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.5, 3, 0, 0, 0, 1, 1.0]"
일반생물학실험 1,김다현,바이오생명공학과,핵심전공,1영역,"[0, 1]","[3, 0, 0]",,1.0,"[1, 0, 0, 0, 0]",0.4,1,1,"[0, 1, 0, 0]",0,0.5,,수/7-9,바이오생명공학과_전공_data_1영역_블렌디드.csv,"[0.4, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.5, 3, 0, 0, 0, 1, 1.0]"
일반생물학실험 1,윤진호,바이오생명공학과,핵심전공,1영역,"[0, 1]","[3, 0, 0]",,0.8,"[1, 0, 0, 0, 0]",0.4,1,1,"[0, 1, 0, 0]",0,1.0,,화/4-6,바이오생명공학과_전공_data_1영역_블렌디드.csv,"[0.4, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 0, 1, 0.8]"
일반생물학실험 1,윤진호,바이오생명공학과,핵심전공,1영역,"[0, 1]","[3, 0, 0]",,0.8,"[1, 0, 0, 0, 0]",0.4,1,1,"[0, 1, 0, 0]",0,1.0,,화/7-9,바이오생명공학과_전공_data_1영역_블렌디드.csv,"[0.4, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 0, 1, 0.8]"
일반생물학실험 1,현경아,바이오생명공학과,핵심전공,1영역,"[0, 1]","[3, 0, 0]",,1.0,"[0, 0, 0, 0, 0]",0.4,1,1,"[0, 0, 0, 0]",0,1.0,,수/4-6,바이오생명공학과_전공_data_1영역_블렌디드.csv,"[0.4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 3, 0, 0, 0, 1, 1.0]"
일반생물학실험 1,현경아,바이오생명공학과,핵심전공,1영역,"[0, 1]","[3, 0, 0]",,1.0,"[0, 0, 0, 0, 0]",0.4,1,1,"[0, 0, 0, 0]",0,1.0,,목/4-6,바이오생명공학과_전공_data_1영역_블렌디드.csv,"[0.4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 3, 0, 0, 0, 1, 1.0]"
일반생물학실험 1,김성민,바이오생명공학과,핵심전공,1영역,"[0, 1]","[3, 0, 0]",,0.6,"[0, 1, 0, 0, 0]",0.4,1,1,"[0, 1, 0, 0]",0,0.0,,목/7-9,바이오생명공학과_전공_data_1영역_블렌디드.csv,"[0.4, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 3, 0, 0, 0, 1, 0.6]"
일반생물학실험 1,박은진,바이오생명공학과,핵심전공,1영역,"[0, 1]","[3, 0, 0]",,1.0,"[0, 1, 0, 0, 0]",0.4,1,1,"[0, 1, 0, 0]",1,1.0,,금/4-6,바이오생명공학과_전공_data_1영역_블렌디드.csv,"[0.4, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1.0, 3, 0, 0, 0, 1, 1.0]"
일반생물학실험 1,박은진,바이오생명공학과,핵심전공,1영역,"[0, 1]","[3, 0, 0]",,1.0,"[0, 1, 0, 0, 0]",0.4,1,1,"[0, 1, 0, 0]",1,1.0,,금/7-9,바이오생명공학과_전공_data_1영역_블렌디드.csv,"[0.4, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1.0, 3, 0, 0, 0, 1, 1.0]"
생명공학개론1,전용필,바이오생명공학과,핵심전공,1영역,"[0, 1]","[0, 0, 3]","[1학년전공탐색][GeM(공학과기술 영역)]
HB052500 바이오진로탐색세미나와 합반으로 운영됩니다.",0.6,"[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,0.5,교수님이 계속 바뀌는 수업,목/1-3,바이오생명공학과_전공_data_1영역_일반.csv,"[0.6, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.5, 0, 0, 3, 0, 1, 0.6]"
생물공학기초계산,고병준,바이오생명공학과,핵심전공,2영역,"[0, 1]","[0, 0, 3]",,0.6,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,0.0,,화/7-9,바이오생명공학과_전공_data_2영역_일반.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0, 0, 3, 0, 1, 0.6]"
식물분류학,문혜경,바이오생명공학과,핵심전공,2영역,"[0, 1]","[0, 0, 3]","식물분류학 실험과 함께 수업, A351 실험실에서 수업 예정",0.0,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 0, 0, 0]",0,1.0,,목/4-6,바이오생명공학과_전공_data_2영역_일반.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 0.0]"
식물분류학실험,문혜경,바이오생명공학과,핵심전공,2영역,"[0, 1]","[0, 0, 3]",식물분류학 수강자 또는 기수강자,1.0,"[0, 1, 0, 0, 0]",0.4,1,0,"[0, 1, 0, 0]",0,1.0,,목/7-9,바이오생명공학과_전공_data_2영역_일반.csv,"[0.4, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
생태학,양권모,바이오생명공학과,핵심전공,2영역,"[0, 1]","[0, 0, 3]",,1.0,"[1, 0, 0, 0, 0]",0.6,1,1,"[0, 1, 0, 0]",1,1.0,,월/4-6,바이오생명공학과_전공_data_2영역_일반.csv,"[0.6, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1.0, 0, 0, 3, 0, 1, 1.0]"
컴퓨터생물학개론,최상철,바이오생명공학과,핵심전공,2영역,"[0, 1]","[0, 0, 3]",,0.8,"[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,0.0,,월/4-6,바이오생명공학과_전공_data_2영역_일반.csv,"[0.6, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0, 0, 3, 0, 1, 0.8]"
생물공정공학,이재원,바이오생명공학과,심화전공,3영역,"[0, 1]","[0, 3, 0]",,1.0,"[1, 0, 0, 0, 0]",0.6,0,0,"[1, 0, 0, 0]",0,1.0,,화/4-6,바이오생명공학과_전공_data_3영역_원격.csv,"[0.6, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1.0, 0, 3, 0, 0, 1, 1.0]"
유전공학,강창수,바이오생명공학과,심화전공,3영역,"[0, 1]","[0, 0, 3]","바이오생명공학과, 바이오신약의과학부 우선 신청",1.0,"[1, 0, 0, 0, 0]",0.6,0,0,"[0, 0, 0, 1]",0,0.5,강의평이 좀 갈림.,월/7-9,바이오생명공학과_전공_data_3영역_일반.csv,"[0.6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.5, 0, 0, 3, 0, 1, 1.0]"
생리학,전용필,바이오생명공학과,심화전공,3영역,"[0, 1]","[0, 0, 3]",,0.4,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,0.0,,목/7-9,바이오생명공학과_전공_data_3영역_일반.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0, 0, 3, 0, 1, 0.4]"
생물통계학,최상철,바이오생명공학과,심화전공,3영역,"[0, 1]","[0, 0, 3]",,0.8,"[0, 1, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",1,0.0,,목/4-6,바이오생명공학과_전공_data_3영역_일반.csv,"[0.6, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0.0, 0, 0, 3, 0, 1, 0.8]"
바이오분석기기학,고병준,바이오생명공학과,심화전공,3영역,"[0, 1]","[0, 0, 3]",2025학년도 기준 3영역으로 변경되었으니 참고 부탁드립니다. (기존에 들었던 과목을 재수강할 경우 4->3영역으로 바뀌어 이수되므로 유의바람),0.8,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,0.0,,월/7-9,바이오생명공학과_전공_data_3영역_일반.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0, 0, 3, 0, 1, 0.8]"
줄기세포공학,전용필,바이오생명공학과,심화전공,4영역,"[0, 1]","[0, 0, 3]",,0.6,"[0, 1, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,0.0,,목/4-6,바이오생명공학과_전공_data_4영역_일반.csv,"[0.6, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0, 0, 3, 0, 1, 0.6]"
생명공학창의설계 1,최상철,바이오생명공학과,심화전공,4영역,"[0, 1]","[0, 0, 3]",,0.0,"[0, 0, 0, 0, 0]",0.2,1,1,"[0, 0, 0, 0]",0,1.0,,금/7-9,바이오생명공학과_전공_data_4영역_일반.csv,"[0.2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 0.0]"
발생학-발생공학 실험,전용필,바이오생명공학과,심화전공,4영역,"[0, 1]","[0, 0, 3]",구 발생공학실험[LG003400],0.8,"[0, 0, 0, 0, 0]",0.4,1,0,"[0, 0, 0, 0]",0,1.0,,화/1-3,바이오생명공학과_전공_data_4영역_일반.csv,"[0.4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 0.8]"
전임상의학 및 실습,김다현,바이오생명공학과,심화전공,4영역,"[0, 1]","[0, 0, 3]",전 실험동물의학 및 실습[LG004400],1.0,"[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1.0,,수/4-6,바이오생명공학과_전공_data_4영역_일반.csv,"[0.6, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
푸드테크 연구 동향 및 전망,송경모,바이오식품공학과,핵심전공,1영역,"[0, 1]","[0, 0, 3]",[1학년전공탐색][GeM(공학과기술)],0.8,"[1, 0, 0, 0, 0]",0.6,0,1,"[0, 1, 0, 0]",0,0.0,,화/4-6,바이오식품공학과_data_1영역_일반.csv,"[0.6, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0, 0, 3, 0, 1, 0.8]"
바이오식품미생물공학,현정은,바이오식품공학과,핵심전공,2영역,"[0, 1]","[0, 3, 0]",*식품영양학과 개설 식품미생물학 교과목과 합반 예정,1.0,"[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1.0,,월/4-6,바이오식품공학과_data_2영역_원격.csv,"[0.6, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 3, 0, 0, 1, 1.0]"
식품 물리화학,채정민,바이오식품공학과,핵심전공,2영역,"[0, 1]","[0, 0, 3]",,0.6,"[0, 1, 0, 0, 0]",0.8,0,0,"[0, 1, 0, 0]",0,1.0,,목/7-9,바이오식품공학과_data_2영역_일반.csv,"[0.8, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 0.6]"
생화학 1,나혜경,바이오식품공학과,핵심전공,2영역,"[0, 1]","[0, 0, 3]",*생물화학 수강자에 한함,0.4,"[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,0.0,,화/4-6,바이오식품공학과_data_2영역_일반.csv,"[0.6, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.0, 0, 0, 3, 0, 1, 0.4]"
유기화학,윤현근,바이오식품공학과,핵심전공,2영역,"[0, 1]","[0, 0, 3]",,0.8,"[1, 0, 0, 0, 0]",0.8,0,0,"[0, 0, 0, 1]",0,1.0,,화/7-9,바이오식품공학과_data_2영역_일반.csv,"[0.8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1.0, 0, 0, 3, 0, 1, 0.8]"
생명공학,이유,바이오식품공학과,핵심전공,2영역,"[0, 1]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1.0,,목/1-3,바이오식품공학과_data_2영역_일반.csv,"[0.6, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
식품분석실험,김동섭,바이오식품공학과,핵심전공,2영역,"[0, 1]","[0, 0, 3]",,0.0,"[0, 0, 0, 0, 0]",0.6,1,1,"[0, 0, 0, 0]",0,1.0,,수/7-9,바이오식품공학과_data_2영역_일반.csv,"[0.6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 0.0]"
식품응용수학,송경모,바이오식품공학과,핵심전공,2영역,"[0, 1]","[0, 0, 3]",,1.0,"[0, 0, 0, 0, 0]",0.8,0,0,"[0, 0, 0, 0]",0,1.0,,목/4-6,바이오식품공학과_data_2영역_일반.csv,"[0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
바이오식품화학 1,윤현근,바이오식품공학과,심화전공,3영역,"[0, 1]","[0, 0, 3]",,0.8,"[1, 0, 0, 0, 0]",0.8,0,0,"[0, 0, 0, 1]",0,1.0,,수/7-9,바이오식품공학과_data_3영역_일반.csv,"[0.8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1.0, 0, 0, 3, 0, 1, 0.8]"
기능성 식품 생리 기전학,나혜경,바이오식품공학과,심화전공,3영역,"[0, 1]","[0, 0, 3]",*생화학 수업 이수자에 한함,0.6,"[0, 1, 0, 0, 0]",0.6,1,0,"[1, 0, 0, 0]",0,0.0,,월/4-6,바이오식품공학과_data_3영역_일반.csv,"[0.6, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0.0, 0, 0, 3, 0, 1, 0.6]"
바이오식품공학 1,송경모,바이오식품공학과,심화전공,3영역,"[0, 1]","[0, 0, 3]",*외국어전용강좌(영어),0.0,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 0, 0, 0]",0,1.0,,월/7-9,바이오식품공학과_data_3영역_일반.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 0.0]"
바이오식품안전실험,현정은,바이오식품공학과,심화전공,3영역,"[0, 1]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.6,1,0,"[1, 0, 0, 0]",0,1.0,,수/4-6,바이오식품공학과_data_3영역_일반.csv,"[0.6, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
바이오식품가공학,장혜원,바이오식품공학과,심화전공,4영역,"[0, 1]","[3, 0, 0]",,1.0,"[0, 1, 0, 0, 0]",0.6,1,1,"[0, 1, 0, 0]",0,1.0,,수/7-9,바이오식품공학과_data_4영역_블렌디드.csv,"[0.6, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 0, 1, 1.0]"
기능성식품학,윤현근,바이오식품공학과,심화전공,4영역,"[0, 1]","[0, 0, 3]",,1.0,"[1, 0, 0, 0, 0]",0.8,1,0,"[0, 1, 0, 0]",0,1.0,,목/7-9,바이오식품공학과_data_4영역_일반.csv,"[0.8, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
바이오식품가공학 및 공학 실험,장혜원,바이오식품공학과,심화전공,4영역,"[0, 1]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.6,1,1,"[1, 0, 0, 0]",0,1.0,,화/4-6,바이오식품공학과_data_4영역_일반.csv,"[0.6, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
식품소재 효능 평가실험,나혜경,바이오식품공학과,심화전공,4영역,"[0, 1]","[0, 0, 3]",*생화학 수업 이수자에 한함,1.0,"[0, 0, 0, 0, 0]",0.2,1,1,"[0, 0, 0, 0]",0,1.0,,목/4-6,바이오식품공학과_data_4영역_일반.csv,"[0.2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
바이오식품설계,장혜원,바이오식품공학과,심화전공,4영역,"[0, 1]","[0, 0, 3]","*바이오식품설계를 수강하거나 청강한 학생에게 졸업논문제출자격을 부여함 
(단, 2019학번 이후 학번들 중 학술제 입상자들에 한해서도 졸업논문제출자격을 부여함. 이 경우, 졸업논문 작성지도를 희망할 경우 수강 가능함)",1.0,"[0, 0, 0, 0, 0]",0.2,1,0,"[0, 0, 0, 0]",0,1.0,,화/1-3,바이오식품공학과_data_4영역_일반.csv,"[0.2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
바이오진로탐색세미나,전용필,바이오신약의과학부,핵심전공,1영역,"[0, 1]","[0, 0, 3]","[1학년전공탐색][GeM(도전과실천)]
LG004700 생명공학개론1과 합반 운영됩니다.",0.6,"[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,0.5,교수님들이 돌아가면서 수업하심,목/1-3,바이오신약의과학부_data_1영역_일반.csv,"[0.6, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.5, 0, 0, 3, 0, 1, 0.6]"
미적분학 및 연습 1,조명원,바이오신약의과학부,핵심전공,2영역,"[0, 1]","[3, 0, 0]",,1.0,"[0, 1, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,1.0,,금/7-9,바이오신약의과학부_data_2영역_블렌디드.csv,"[0.6, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 0, 1, 1.0]"
유기화학 1,이지연,바이오신약의과학부,핵심전공,2영역,"[0, 1]","[0, 3, 0]",,0.8,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,1.0,,화/4-6,바이오신약의과학부_data_2영역_원격.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 3, 0, 0, 1, 0.8]"
의약품분석학,고병준,바이오신약의과학부,핵심전공,2영역,"[0, 1]","[0, 0, 3]",,0.6,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,0.0,,화/1-3,바이오신약의과학부_data_2영역_일반.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0, 0, 3, 0, 1, 0.6]"
물리학 1,조명원,바이오신약의과학부,심화전공,3영역,"[0, 1]","[3, 0, 0]",,1.0,"[0, 0, 0, 0, 0]",0.2,1,0,"[0, 1, 0, 0]",0,1.0,,금/4-6,바이오신약의과학부_data_3영역_블렌디드.csv,"[0.2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 0, 1, 1.0]"
바이오신약실험,나정현,바이오신약의과학부,심화전공,3영역,"[0, 1]","[3, 0, 0]",*추가 분반 개설 없음 유의,1.0,"[0, 0, 0, 0, 0]",0.4,0,1,"[0, 0, 0, 0]",0,1.0,,수/4-6,바이오신약의과학부_data_3영역_블렌디드.csv,"[0.4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 3, 0, 0, 0, 1, 1.0]"
바이오신약실험,나정현,바이오신약의과학부,심화전공,3영역,"[0, 1]","[3, 0, 0]",*추가 분반 개설 없음 유의,1.0,"[0, 0, 0, 0, 0]",0.4,0,1,"[0, 0, 0, 0]",0,1.0,,수/7-9,바이오신약의과학부_data_3영역_블렌디드.csv,"[0.4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 3, 0, 0, 0, 1, 1.0]"
면역학,송재민,바이오신약의과학부,심화전공,3영역,"[0, 1]","[0, 3, 0]",,0.8,"[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1.0,,수/4-6,바이오신약의과학부_data_3영역_원격.csv,"[0.6, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 3, 0, 0, 1, 0.8]"
생화학 1,나정현,바이오신약의과학부,심화전공,3영역,"[0, 1]","[0, 0, 3]",*증원계획 없음 유의,1.0,"[1, 0, 0, 0, 0]",0.6,0,0,"[1, 0, 0, 0]",0,1.0,,화/7-9,바이오신약의과학부_data_3영역_일반.csv,"[0.6, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
물리학실험,조명원,바이오신약의과학부,심화전공,3영역,"[0, 1]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.2,1,1,"[1, 0, 0, 0]",0,1.0,,월/7-9,바이오신약의과학부_data_3영역_일반.csv,"[0.2, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
